source,destination,similarity,rank,source_preview,destination_preview
Entities:14,Entities:12,0.2412608926544767,3,"MAsn5B5z Liquor in Harad Tyriantheus's Mixtures ( Liquor ) > > Vo'il > Village of harad > Merchant: Tyriantheus of Balaal .  He has sleepy brown eyes,...","IxKnq0rN Bakery in Harad Guerro's Baguette ( Bakery ) > > Vo'il > Village of harad > Bakerer: Guerro of Devilville .  He has a strong, prominent chin,..."
Entities:91,Entities:93,0.24071481346699386,5,dZ2FWBvZ General Goods in Dorith Grimhar's Reserves ( General Goods ) > > Vo'il > Village of dorith > Merchant: Grimhar Calomaria .  He has a frowny e...,37DAIJzF Leatherworker in Dorith Niriella's Leathers ( Leatherworker ) > > Vo'il > Village of dorith > Leatherworker: Niriella of Kothian .  She has s...
Entities:93,Entities:91,0.24071481346699386,2,37DAIJzF Leatherworker in Dorith Niriella's Leathers ( Leatherworker ) > > Vo'il > Village of dorith > Leatherworker: Niriella of Kothian .  She has s...,dZ2FWBvZ General Goods in Dorith Grimhar's Reserves ( General Goods ) > > Vo'il > Village of dorith > Merchant: Grimhar Calomaria .  He has a frowny e...
Entities:17,Entities:89,0.24053446376808485,4,"X8GTw7Bp Craft in Harad Morbida's Handmades ( Craft ) > > Vo'il > Village of harad > Merchant: Morbida of Headbone .  She has glowing brown eyes, long...",GZJoxl0u Armor & Weapons in Dorith Hartwin's Spear ( Armor & Weapons ) > > Vo'il > Village of dorith > Blacksmith: Hartwin of Harad .  He has thin whi...
Entities:89,Entities:17,0.24053446376808485,3,GZJoxl0u Armor & Weapons in Dorith Hartwin's Spear ( Armor & Weapons ) > > Vo'il > Village of dorith > Blacksmith: Hartwin of Harad .  He has thin whi...,"X8GTw7Bp Craft in Harad Morbida's Handmades ( Craft ) > > Vo'il > Village of harad > Merchant: Morbida of Headbone .  She has glowing brown eyes, long..."
Entities:88,Entities:99,0.23999837566743298,3,"njO7yhLX Tinkerer in Dorith Rothward's Fix-it-All ( Tinkerer ) > > Vo'il > Village of dorith > Tinkerer: Rothward Altabella .  He has cold dark eyes, ...",i1BqmWze Matchmaker in Dorith Fenicia's Matchmaking Services ( Matchmaker ) > > Vo'il > Village of dorith > Matchmaker: Fenicia of Devilville .  She h...
Entities:99,Entities:88,0.23999837566743298,1,i1BqmWze Matchmaker in Dorith Fenicia's Matchmaking Services ( Matchmaker ) > > Vo'il > Village of dorith > Matchmaker: Fenicia of Devilville .  She h...,"njO7yhLX Tinkerer in Dorith Rothward's Fix-it-All ( Tinkerer ) > > Vo'il > Village of dorith > Tinkerer: Rothward Altabella .  He has cold dark eyes, ..."
Entities:12,Entities:13,0.23693834560587612,2,"IxKnq0rN Bakery in Harad Guerro's Baguette ( Bakery ) > > Vo'il > Village of harad > Bakerer: Guerro of Devilville .  He has a strong, prominent chin,...","QNnHo0l2 Liquor in Harad Norwin's Mixtures ( Liquor ) > > Vo'il > Village of harad > Merchant: Norwin Webber .  He has piercing blue eyes, thick sideb..."
Entities:13,Entities:12,0.23693834560587612,3,"QNnHo0l2 Liquor in Harad Norwin's Mixtures ( Liquor ) > > Vo'il > Village of harad > Merchant: Norwin Webber .  He has piercing blue eyes, thick sideb...","IxKnq0rN Bakery in Harad Guerro's Baguette ( Bakery ) > > Vo'il > Village of harad > Bakerer: Guerro of Devilville .  He has a strong, prominent chin,..."
Entities:10,Entities:91,0.23245819371259657,2,"jlEKEgZn Hatter in Harad Grimhar's Top Hat ( Hatter ) > > Vo'il > Village of harad > Hatter: Grimhar of Dorith .  He has piercing blue eyes, thin red ...",dZ2FWBvZ General Goods in Dorith Grimhar's Reserves ( General Goods ) > > Vo'il > Village of dorith > Merchant: Grimhar Calomaria .  He has a frowny e...
Entities:91,Entities:10,0.23245819371259657,6,dZ2FWBvZ General Goods in Dorith Grimhar's Reserves ( General Goods ) > > Vo'il > Village of dorith > Merchant: Grimhar Calomaria .  He has a frowny e...,"jlEKEgZn Hatter in Harad Grimhar's Top Hat ( Hatter ) > > Vo'il > Village of harad > Hatter: Grimhar of Dorith .  He has piercing blue eyes, thin red ..."
Entities:16,Entities:18,0.21919121718954615,3,ir9qkPUJ Animal Supplies in Harad Alamanda's Barn & Yarn ( Animal Supplies ) > > Vo'il > Village of harad > Merchant: Alamanda of Dokar .  She has flo...,"iprZ92nc Animal Pound in Harad Theodin's ( Animal Pound ) > > Vo'il > Village of harad > Carer: Theodin Christred .  He has enchanting green eyes, a h..."
Entities:18,Entities:16,0.21919121718954615,1,"iprZ92nc Animal Pound in Harad Theodin's ( Animal Pound ) > > Vo'il > Village of harad > Carer: Theodin Christred .  He has enchanting green eyes, a h...",ir9qkPUJ Animal Supplies in Harad Alamanda's Barn & Yarn ( Animal Supplies ) > > Vo'il > Village of harad > Merchant: Alamanda of Dokar .  She has flo...
Entities:98,Entities:99,0.21856525417141348,5,"awJ8h6Ky Occult in Dorith Reinwar's Ritual Goods ( Occult ) > > Vo'il > Village of dorith > Curator: Reinwar Samanilde .  He has glowing green eyes, a...",i1BqmWze Matchmaker in Dorith Fenicia's Matchmaking Services ( Matchmaker ) > > Vo'il > Village of dorith > Matchmaker: Fenicia of Devilville .  She h...
Entities:99,Entities:98,0.21856525417141348,2,i1BqmWze Matchmaker in Dorith Fenicia's Matchmaking Services ( Matchmaker ) > > Vo'il > Village of dorith > Matchmaker: Fenicia of Devilville .  She h...,"awJ8h6Ky Occult in Dorith Reinwar's Ritual Goods ( Occult ) > > Vo'il > Village of dorith > Curator: Reinwar Samanilde .  He has glowing green eyes, a..."
Entities:93,Entities:94,0.21542047445074064,3,37DAIJzF Leatherworker in Dorith Niriella's Leathers ( Leatherworker ) > > Vo'il > Village of dorith > Leatherworker: Niriella of Kothian .  She has s...,"Qow2ie1Z Craft in Dorith Rosin's Workshop ( Craft ) > > Vo'il > Village of dorith > Merchant: Rosin of Dokar .  He has a frowny expression, bulging re..."
Entities:94,Entities:93,0.21542047445074064,6,"Qow2ie1Z Craft in Dorith Rosin's Workshop ( Craft ) > > Vo'il > Village of dorith > Merchant: Rosin of Dokar .  He has a frowny expression, bulging re...",37DAIJzF Leatherworker in Dorith Niriella's Leathers ( Leatherworker ) > > Vo'il > Village of dorith > Leatherworker: Niriella of Kothian .  She has s...
Entities:89,Entities:98,0.2144724068172248,4,GZJoxl0u Armor & Weapons in Dorith Hartwin's Spear ( Armor & Weapons ) > > Vo'il > Village of dorith > Blacksmith: Hartwin of Harad .  He has thin whi...,"awJ8h6Ky Occult in Dorith Reinwar's Ritual Goods ( Occult ) > > Vo'il > Village of dorith > Curator: Reinwar Samanilde .  He has glowing green eyes, a..."
Entities:98,Entities:89,0.2144724068172248,6,"awJ8h6Ky Occult in Dorith Reinwar's Ritual Goods ( Occult ) > > Vo'il > Village of dorith > Curator: Reinwar Samanilde .  He has glowing green eyes, a...",GZJoxl0u Armor & Weapons in Dorith Hartwin's Spear ( Armor & Weapons ) > > Vo'il > Village of dorith > Blacksmith: Hartwin of Harad .  He has thin whi...
Entities:9,Entities:23,0.21025447452326207,2,v1DUw1ad Tanner in Harad Materia's Hides and Leathers ( Tanner ) > > Vo'il > Village of harad > Tanner: Materia of Dorith .  She has haunted dark eyes...,"6qaawkOA Tanner in Harad Electo's Beast Skins ( Tanner ) > > Vo'il > Village of harad > Tanner: Electo of Headbone .  He has short blonde hair, pierci..."
Entities:23,Entities:9,0.21025447452326207,1,"6qaawkOA Tanner in Harad Electo's Beast Skins ( Tanner ) > > Vo'il > Village of harad > Tanner: Electo of Headbone .  He has short blonde hair, pierci...",v1DUw1ad Tanner in Harad Materia's Hides and Leathers ( Tanner ) > > Vo'il > Village of harad > Tanner: Materia of Dorith .  She has haunted dark eyes...
Entities:10,Entities:93,0.20772261199311615,3,"jlEKEgZn Hatter in Harad Grimhar's Top Hat ( Hatter ) > > Vo'il > Village of harad > Hatter: Grimhar of Dorith .  He has piercing blue eyes, thin red ...",37DAIJzF Leatherworker in Dorith Niriella's Leathers ( Leatherworker ) > > Vo'il > Village of dorith > Leatherworker: Niriella of Kothian .  She has s...
Entities:93,Entities:10,0.20772261199311615,4,37DAIJzF Leatherworker in Dorith Niriella's Leathers ( Leatherworker ) > > Vo'il > Village of dorith > Leatherworker: Niriella of Kothian .  She has s...,"jlEKEgZn Hatter in Harad Grimhar's Top Hat ( Hatter ) > > Vo'il > Village of harad > Hatter: Grimhar of Dorith .  He has piercing blue eyes, thin red ..."
Entities:14,Entities:94,0.20746944742386897,4,"MAsn5B5z Liquor in Harad Tyriantheus's Mixtures ( Liquor ) > > Vo'il > Village of harad > Merchant: Tyriantheus of Balaal .  He has sleepy brown eyes,...","Qow2ie1Z Craft in Dorith Rosin's Workshop ( Craft ) > > Vo'il > Village of dorith > Merchant: Rosin of Dokar .  He has a frowny expression, bulging re..."
Entities:94,Entities:14,0.20746944742386897,7,"Qow2ie1Z Craft in Dorith Rosin's Workshop ( Craft ) > > Vo'il > Village of dorith > Merchant: Rosin of Dokar .  He has a frowny expression, bulging re...","MAsn5B5z Liquor in Harad Tyriantheus's Mixtures ( Liquor ) > > Vo'il > Village of harad > Merchant: Tyriantheus of Balaal .  He has sleepy brown eyes,..."
Entities:22,Entities:98,0.2059695217040971,2,"tTe6ZzVO Bookstore in Harad Arathis's Pages ( Bookstore ) > > Vo'il > Village of harad > Curator: Arathis of Ashamar .  He has glowing black eyes, sho...","awJ8h6Ky Occult in Dorith Reinwar's Ritual Goods ( Occult ) > > Vo'il > Village of dorith > Curator: Reinwar Samanilde .  He has glowing green eyes, a..."
Entities:98,Entities:22,0.2059695217040971,7,"awJ8h6Ky Occult in Dorith Reinwar's Ritual Goods ( Occult ) > > Vo'il > Village of dorith > Curator: Reinwar Samanilde .  He has glowing green eyes, a...","tTe6ZzVO Bookstore in Harad Arathis's Pages ( Bookstore ) > > Vo'il > Village of harad > Curator: Arathis of Ashamar .  He has glowing black eyes, sho..."
Entities:89,Entities:95,0.20051605717236864,5,GZJoxl0u Armor & Weapons in Dorith Hartwin's Spear ( Armor & Weapons ) > > Vo'il > Village of dorith > Blacksmith: Hartwin of Harad .  He has thin whi...,"XLhFOgOx Bookstore in Dorith Agia's Pages ( Bookstore ) > > Vo'il > Village of dorith > Curator: Agia Frodegard .  She has delicate makeup, glowing da..."
Entities:95,Entities:89,0.20051605717236864,3,"XLhFOgOx Bookstore in Dorith Agia's Pages ( Bookstore ) > > Vo'il > Village of dorith > Curator: Agia Frodegard .  She has delicate makeup, glowing da...",GZJoxl0u Armor & Weapons in Dorith Hartwin's Spear ( Armor & Weapons ) > > Vo'il > Village of dorith > Blacksmith: Hartwin of Harad .  He has thin whi...
Entities:17,Entities:21,0.1992138625583808,5,"X8GTw7Bp Craft in Harad Morbida's Handmades ( Craft ) > > Vo'il > Village of harad > Merchant: Morbida of Headbone .  She has glowing brown eyes, long...","Td3wFJqR Cobbler in Harad Rotharde's Shoes ( Cobbler ) > > Vo'il > Village of harad > Cobbler: Rotharde of Dokar .  She has long blonde pony-tail, wis..."
Entities:21,Entities:17,0.1992138625583808,1,"Td3wFJqR Cobbler in Harad Rotharde's Shoes ( Cobbler ) > > Vo'il > Village of harad > Cobbler: Rotharde of Dokar .  She has long blonde pony-tail, wis...","X8GTw7Bp Craft in Harad Morbida's Handmades ( Craft ) > > Vo'il > Village of harad > Merchant: Morbida of Headbone .  She has glowing brown eyes, long..."
Entities:15,Entities:21,0.19615684836246028,1,hvBeZGeW Tin Worker in Harad Lucida's Repairs ( Tin Worker ) > > Vo'il > Village of harad > Tin worker: Lucida of Palemoon .  She has short and curly ...,"Td3wFJqR Cobbler in Harad Rotharde's Shoes ( Cobbler ) > > Vo'il > Village of harad > Cobbler: Rotharde of Dokar .  She has long blonde pony-tail, wis..."
Entities:21,Entities:15,0.19615684836246028,2,"Td3wFJqR Cobbler in Harad Rotharde's Shoes ( Cobbler ) > > Vo'il > Village of harad > Cobbler: Rotharde of Dokar .  She has long blonde pony-tail, wis...",hvBeZGeW Tin Worker in Harad Lucida's Repairs ( Tin Worker ) > > Vo'il > Village of harad > Tin worker: Lucida of Palemoon .  She has short and curly ...
Entities:12,Entities:17,0.19471233408040545,3,"IxKnq0rN Bakery in Harad Guerro's Baguette ( Bakery ) > > Vo'il > Village of harad > Bakerer: Guerro of Devilville .  He has a strong, prominent chin,...","X8GTw7Bp Craft in Harad Morbida's Handmades ( Craft ) > > Vo'il > Village of harad > Merchant: Morbida of Headbone .  She has glowing brown eyes, long..."
Entities:17,Entities:12,0.19471233408040545,6,"X8GTw7Bp Craft in Harad Morbida's Handmades ( Craft ) > > Vo'il > Village of harad > Merchant: Morbida of Headbone .  She has glowing brown eyes, long...","IxKnq0rN Bakery in Harad Guerro's Baguette ( Bakery ) > > Vo'il > Village of harad > Bakerer: Guerro of Devilville .  He has a strong, prominent chin,..."
Entities:88,Entities:94,0.19164575207353762,4,"njO7yhLX Tinkerer in Dorith Rothward's Fix-it-All ( Tinkerer ) > > Vo'il > Village of dorith > Tinkerer: Rothward Altabella .  He has cold dark eyes, ...","Qow2ie1Z Craft in Dorith Rosin's Workshop ( Craft ) > > Vo'il > Village of dorith > Merchant: Rosin of Dokar .  He has a frowny expression, bulging re..."
Entities:94,Entities:88,0.19164575207353762,8,"Qow2ie1Z Craft in Dorith Rosin's Workshop ( Craft ) > > Vo'il > Village of dorith > Merchant: Rosin of Dokar .  He has a frowny expression, bulging re...","njO7yhLX Tinkerer in Dorith Rothward's Fix-it-All ( Tinkerer ) > > Vo'il > Village of dorith > Tinkerer: Rothward Altabella .  He has cold dark eyes, ..."
Entities:13,Entities:94,0.1911955949263685,4,"QNnHo0l2 Liquor in Harad Norwin's Mixtures ( Liquor ) > > Vo'il > Village of harad > Merchant: Norwin Webber .  He has piercing blue eyes, thick sideb...","Qow2ie1Z Craft in Dorith Rosin's Workshop ( Craft ) > > Vo'il > Village of dorith > Merchant: Rosin of Dokar .  He has a frowny expression, bulging re..."
Entities:94,Entities:13,0.1911955949263685,9,"Qow2ie1Z Craft in Dorith Rosin's Workshop ( Craft ) > > Vo'il > Village of dorith > Merchant: Rosin of Dokar .  He has a frowny expression, bulging re...","QNnHo0l2 Liquor in Harad Norwin's Mixtures ( Liquor ) > > Vo'il > Village of harad > Merchant: Norwin Webber .  He has piercing blue eyes, thick sideb..."
Entities:19,Entities:23,0.19100714504251903,1,"zuMzBX38 Salon in Harad Eirik's Salon ( Salon ) > > Vo'il > Village of harad > Stylist: Eirik Erchamger .  He has thin blonde hair, crazy-looking eyes...","6qaawkOA Tanner in Harad Electo's Beast Skins ( Tanner ) > > Vo'il > Village of harad > Tanner: Electo of Headbone .  He has short blonde hair, pierci..."
Entities:23,Entities:19,0.19100714504251903,2,"6qaawkOA Tanner in Harad Electo's Beast Skins ( Tanner ) > > Vo'il > Village of harad > Tanner: Electo of Headbone .  He has short blonde hair, pierci...","zuMzBX38 Salon in Harad Eirik's Salon ( Salon ) > > Vo'il > Village of harad > Stylist: Eirik Erchamger .  He has thin blonde hair, crazy-looking eyes..."
Entities:19,Entities:25,0.19017377181901363,2,"zuMzBX38 Salon in Harad Eirik's Salon ( Salon ) > > Vo'il > Village of harad > Stylist: Eirik Erchamger .  He has thin blonde hair, crazy-looking eyes...","Tuhe0nBd Village District (district) in Harad Village District > > Vo'il > Village of harad Shops & Services Tavern (""The Black Mace Tavern"") ◾ Tanner..."
Entities:25,Entities:19,0.19017377181901363,2,"Tuhe0nBd Village District (district) in Harad Village District > > Vo'il > Village of harad Shops & Services Tavern (""The Black Mace Tavern"") ◾ Tanner...","zuMzBX38 Salon in Harad Eirik's Salon ( Salon ) > > Vo'il > Village of harad > Stylist: Eirik Erchamger .  He has thin blonde hair, crazy-looking eyes..."
Entities:23,Entities:25,0.18733976361716564,3,"6qaawkOA Tanner in Harad Electo's Beast Skins ( Tanner ) > > Vo'il > Village of harad > Tanner: Electo of Headbone .  He has short blonde hair, pierci...","Tuhe0nBd Village District (district) in Harad Village District > > Vo'il > Village of harad Shops & Services Tavern (""The Black Mace Tavern"") ◾ Tanner..."
Entities:25,Entities:23,0.18733976361716564,3,"Tuhe0nBd Village District (district) in Harad Village District > > Vo'il > Village of harad Shops & Services Tavern (""The Black Mace Tavern"") ◾ Tanner...","6qaawkOA Tanner in Harad Electo's Beast Skins ( Tanner ) > > Vo'il > Village of harad > Tanner: Electo of Headbone .  He has short blonde hair, pierci..."
Entities:15,Entities:25,0.1871651141003935,2,hvBeZGeW Tin Worker in Harad Lucida's Repairs ( Tin Worker ) > > Vo'il > Village of harad > Tin worker: Lucida of Palemoon .  She has short and curly ...,"Tuhe0nBd Village District (district) in Harad Village District > > Vo'il > Village of harad Shops & Services Tavern (""The Black Mace Tavern"") ◾ Tanner..."
Entities:25,Entities:15,0.1871651141003935,4,"Tuhe0nBd Village District (district) in Harad Village District > > Vo'il > Village of harad Shops & Services Tavern (""The Black Mace Tavern"") ◾ Tanner...",hvBeZGeW Tin Worker in Harad Lucida's Repairs ( Tin Worker ) > > Vo'il > Village of harad > Tin worker: Lucida of Palemoon .  She has short and curly ...
Entities:16,Entities:25,0.18673977280279852,4,ir9qkPUJ Animal Supplies in Harad Alamanda's Barn & Yarn ( Animal Supplies ) > > Vo'il > Village of harad > Merchant: Alamanda of Dokar .  She has flo...,"Tuhe0nBd Village District (district) in Harad Village District > > Vo'il > Village of harad Shops & Services Tavern (""The Black Mace Tavern"") ◾ Tanner..."
Entities:25,Entities:16,0.18673977280279852,5,"Tuhe0nBd Village District (district) in Harad Village District > > Vo'il > Village of harad Shops & Services Tavern (""The Black Mace Tavern"") ◾ Tanner...",ir9qkPUJ Animal Supplies in Harad Alamanda's Barn & Yarn ( Animal Supplies ) > > Vo'il > Village of harad > Merchant: Alamanda of Dokar .  She has flo...
Entities:10,Entities:13,0.18618603568298864,4,"jlEKEgZn Hatter in Harad Grimhar's Top Hat ( Hatter ) > > Vo'il > Village of harad > Hatter: Grimhar of Dorith .  He has piercing blue eyes, thin red ...","QNnHo0l2 Liquor in Harad Norwin's Mixtures ( Liquor ) > > Vo'il > Village of harad > Merchant: Norwin Webber .  He has piercing blue eyes, thick sideb..."
Entities:13,Entities:10,0.18618603568298864,5,"QNnHo0l2 Liquor in Harad Norwin's Mixtures ( Liquor ) > > Vo'il > Village of harad > Merchant: Norwin Webber .  He has piercing blue eyes, thick sideb...","jlEKEgZn Hatter in Harad Grimhar's Top Hat ( Hatter ) > > Vo'il > Village of harad > Hatter: Grimhar of Dorith .  He has piercing blue eyes, thin red ..."
